"cl1","cl2","gene","pval","lfc","meanA","meanB","q1","q2","q.diff"
"CR","L23IT","Kcnip1",5.83593065098797e-30,4.71675531625029,4.75959509755517,0.0428397813048819,0.666666666666667,0.0100704934541793,0.984894259818731
"CR","L23IT","Kcnb1",2.72785930182126e-35,-5.61392685714687,1.29122629817817,6.90515315532504,0.222222222222222,0.99496475327291,0.776653171390014
"CR","L23IT","Kcna2",4.71531605294303e-25,-4.85762397705861,0.591812934519418,5.44943691157803,0.166666666666667,0.905337361530715,0.815906562847609
"CR","L23IT","Kcna1",3.39071194154547e-17,-4.93077824157254,0.244049483681521,5.17482772525407,0.111111111111111,0.871097683786506,0.872447013487476
"CR","L23IT","Kcnd2",3.96923497341432e-17,-5.15830504365957,0.327752171966856,5.48605721562642,0.0555555555555556,0.908358509566969,0.938839615668884
"CR","L23IT","Kcnn2",2.76644796107568e-09,-3.1464460452699,0.592437291124349,3.73888333639425,0.166666666666667,0.804632426988922,0.792866082603254
"CR","L23IT","Cacna1a",3.36752253483324e-09,-2.66416147415661,1.7495043842923,4.41366585844891,0.277777777777778,0.942598187311178,0.705306267806268
"CR","L23IT","Kcnd3",2.15306243486455e-07,-3.12070686218917,1.14864784241792,4.26935470460709,0.222222222222222,0.827794561933535,0.731549067315491
"CR","L4","Kcnip1",3.11679055710664e-30,4.72712460384546,4.75959509755517,0.0324704937097098,0.666666666666667,0.00854700854700855,0.987179487179487
"CR","L4","Kcnb1",2.21672102463896e-50,-6.74845498727153,1.29122629817817,8.0396812854497,0.222222222222222,0.997150997150997,0.777142857142857
"CR","L4","Kcna2",4.17898581051185e-50,-6.98622098380832,0.591812934519418,7.57803391832773,0.166666666666667,0.987179487179487,0.831168831168831
"CR","L4","Kcnd2",6.1292192859022e-18,-5.27738157892382,0.327752171966856,5.60513375089068,0.0555555555555556,0.883190883190883,0.937096774193548
"CR","L4","Cacna1a",2.76515240571078e-17,-3.80221173856066,1.7495043842923,5.55171612285296,0.277777777777778,0.969373219373219,0.713445995591477
"CR","L4","Kcnab1",1.65885567450607e-10,-4.01462262956703,0.563507823466718,4.57813045303376,0.166666666666667,0.758547008547009,0.780281690140845
"CR","L4","Kcna1",1.67430162635971e-10,-3.72442724594765,0.244049483681521,3.96847672962917,0.111111111111111,0.688746438746439,0.838676318510858
"CR","L4","Cacna1g",1.05848922278073e-09,-3.22603924026977,0.838130756888102,4.06416999715787,0.111111111111111,0.788461538461538,0.859078590785908
"CR","L5IT","Kcnip1",1.35398314801451e-29,4.69080111434248,4.75959509755517,0.0687939832126948,0.666666666666667,0.0134529147982063,0.979820627802691
"CR","L5IT","Kcna2",3.54052691772918e-47,-6.79457183233624,0.591812934519418,7.38638476685566,0.166666666666667,1,0.833333333333333
"CR","L5IT","Kcnb1",1.77516944439471e-36,-5.71843550744255,1.29122629817817,7.00966180562072,0.222222222222222,0.997757847533632,0.777278401997503
"CR","L5IT","Kcna1",6.37691939173753e-17,-4.89222072182579,0.244049483681521,5.13627020550731,0.111111111111111,0.884529147982063,0.874383889593015
"CR","L5IT","Kcnd2",9.79602062911168e-13,-4.37648374832604,0.327752171966856,4.7042359202929,0.0555555555555556,0.85762331838565,0.93522149600581
"CR","L5IT","Hcn1",9.4219548458442e-12,-3.87064733170784,0.34003623429799,4.21068356600584,0.111111111111111,0.817264573991031,0.864045115073922
"CR","L5IT","Kcnab1",1.43411189508503e-11,-4.25924402911463,0.563507823466718,4.82275185258135,0.166666666666667,0.803811659192825,0.792654579265458
"CR","L5IT","Cacna1a",8.44053380083869e-11,-2.92871322688531,1.7495043842923,4.67821761117761,0.277777777777778,0.976457399103139,0.715524939405536
"CR","L5PT","Kcnip1",4.98833842583248e-29,4.67211472880246,4.75959509755517,0.0874803687527137,0.666666666666667,0.0202205882352941,0.969669117647059
"CR","L5PT","Kcna2",3.44134890039598e-45,-6.68526894568575,0.591812934519418,7.27708188020516,0.166666666666667,0.994485294117647,0.832409118915588
"CR","L5PT","Kcnb1",1.48866775499361e-37,-5.84332169418588,1.29122629817817,7.13454799236405,0.222222222222222,1,0.777777777777778
"CR","L5PT","Hcn1",2.19152919889919e-37,-7.31460121883011,0.34003623429799,7.6546374531281,0.111111111111111,1,0.888888888888889
"CR","L5PT","Kcnn2",1.63430110766681e-35,-6.64197565897659,0.592437291124349,7.23441295010094,0.166666666666667,1,0.833333333333333
"CR","L5PT","Kcna1",1.87693809430209e-23,-5.88048458869689,0.244049483681521,6.12453407237841,0.111111111111111,0.963235294117647,0.884648006785411
"CR","L5PT","Kcnab1",1.31626983592741e-19,-5.75142597710124,0.563507823466718,6.31493380056794,0.166666666666667,0.9375,0.822222222222222
"CR","L5PT","Cacna1h",6.18897448498186e-19,-2.93830599207629,0,2.93830599207629,0,0.6875,1
"CR","L5PT","Kcnd2",2.54929690440905e-17,-5.22809189860555,0.327752171966856,5.55584407057241,0.0555555555555556,0.948529411764706,0.941429801894918
"CR","L6b","Kcnip1",2.38702732464846e-23,4.18067206609195,4.75959509755517,0.578923031463219,0.666666666666667,0.0985221674876847,0.852216748768473
"CR","L6b","Kcnb1",1.28077731807039e-28,-5.0880486841717,1.29122629817817,6.37927498234987,0.222222222222222,1,0.777777777777778
"CR","L6b","Kcnab1",5.84516776600415e-28,-7.00081958691683,0.563507823466718,7.56432741038355,0.166666666666667,0.958128078817734,0.82604970008569
"CR","L6b","Kcna2",6.85159300146043e-26,-5.00722976007318,0.591812934519418,5.5990426945926,0.166666666666667,0.95320197044335,0.825150732127476
"CR","L6b","Kcna1",1.21140377363367e-22,-5.80146786892405,0.244049483681521,6.04551735260556,0.111111111111111,0.975369458128079,0.886083052749719
"CR","L6b","Hcn1",1.5269371304952e-10,-3.67893997480219,0.34003623429799,4.01897620910018,0.111111111111111,0.82512315270936,0.865339966832504
"CR","L6b","Kcnn3",5.11234122423064e-10,-2.04275794062162,0,2.04275794062162,0,0.504926108374384,1
"CR","L6b","Kcnd2",1.03457246427401e-07,-3.30167405901152,0.327752171966856,3.62942623097838,0.0555555555555556,0.751231527093596,0.926047358834244
"CR","L6b","Cacna1a",3.00579890975464e-07,-2.33765342955666,1.7495043842923,4.08715781384896,0.277777777777778,0.955665024630542,0.709335624284078
"CR","L6CT","Kcnip1",6.04346703640742e-30,4.71316837947707,4.75959509755517,0.0464267180780996,0.666666666666667,0.00761179828734539,0.988582302568982
"CR","L6CT","Kcnb1",5.07629867636545e-34,-5.50364584835835,1.29122629817817,6.79487214653652,0.222222222222222,0.997145575642245,0.777141645462256
"CR","L6CT","Kcna1",1.56107244471911e-32,-6.94834142923889,0.244049483681521,7.1923909129204,0.111111111111111,0.991436726926736,0.887929195990616
"CR","L6CT","Hcn1",1.1952582765658e-24,-5.8169890612102,0.34003623429799,6.15702529550818,0.111111111111111,0.972407231208373,0.885736029571646
"CR","L6CT","Kcna2",6.09286316277391e-22,-4.52062885989627,0.591812934519418,5.11244179441568,0.166666666666667,0.892483349191246,0.813255152807392
"CR","L6CT","Kcnn2",3.70465099421659e-17,-4.45745072041544,0.592437291124349,5.04988801153979,0.166666666666667,0.915318744053283,0.817914067914068
"CR","L6CT","Kcnd2",7.50629081460792e-14,-4.58181718295489,0.327752171966856,4.90956935492175,0.0555555555555556,0.864890580399619,0.935765798802102
"CR","L6CT","Cacna1a",4.3130545492636e-08,-2.46674135562646,1.7495043842923,4.21624573991876,0.277777777777778,0.939105613701237,0.704210289316672
"CR","L6IT","Kcnip1",8.72249931560314e-29,4.59809000608655,4.75959509755517,0.161505091468624,0.666666666666667,0.0325159914712154,0.951226012793177
"CR","L6IT","Kcnb1",3.5957448324476e-32,-5.32338889975639,1.29122629817817,6.61461519793456,0.222222222222222,0.994669509594883,0.776586876265333
"CR","L6IT","Kcna2",9.7109557889559e-26,-4.90779777761797,0.591812934519418,5.49961071213738,0.166666666666667,0.926439232409382,0.820099731492137
"CR","L6IT","Kcna1",7.38583636587591e-23,-5.73329790114739,0.244049483681521,5.97734738482891,0.111111111111111,0.950426439232409,0.883093413099022
"CR","L6IT","Kcnab1",1.03889995860002e-17,-5.3778078165694,0.563507823466718,5.94131564003612,0.166666666666667,0.9136460554371,0.81758070789576
"CR","L6IT","Kcnd2",1.83071406922068e-13,-4.49263520664657,0.327752171966856,4.82038737861341,0.0555555555555556,0.860341151385927,0.935426132452155
"CR","L6IT","Cacna1g",9.62715306822764e-13,-3.7682929230996,0.838130756888102,4.6064236799877,0.111111111111111,0.928038379530917,0.880273150807326
"CR","L6IT","Kcnn2",7.6141582606812e-12,-3.60854134682625,0.592437291124349,4.2009786379506,0.166666666666667,0.859808102345416,0.806158297168837
"CR","L6IT","Hcn1",1.78354058522392e-11,-3.79827785768606,0.34003623429799,4.13831409198405,0.111111111111111,0.803304904051173,0.861682518616825
"CR","Lamp5","Hcn1",2.91880858096936e-33,-6.79588467643221,0.34003623429799,7.13592091073019,0.111111111111111,0.977395577395577,0.88631920004469
"CR","Lamp5","Kcnn2",7.04330020762735e-32,-6.19943150694708,0.592437291124349,6.79186879807144,0.166666666666667,0.985749385749386,0.830923894981722
"CR","Lamp5","Kcna2",3.65762960176758e-30,-5.33904222839573,0.591812934519418,5.93085516291515,0.166666666666667,0.941031941031941,0.822889469103568
"CR","Lamp5","Kcnab1",1.32772493001543e-18,-5.52279779905328,0.563507823466718,6.08630562251998,0.166666666666667,0.917936117936118,0.818433261955746
"CR","Lamp5","Kcna1",3.33047057987216e-18,-5.06419137949972,0.244049483681521,5.30824086318124,0.111111111111111,0.862407862407862,0.871161760050649
"CR","Lamp5","Kcnb1",6.61107514639303e-17,-3.76145069055032,1.29122629817817,5.05267698872848,0.222222222222222,0.91007371007371,0.755819534437245
"CR","Lamp5","Kcnd2",2.65130572899384e-13,-4.4606625918996,0.327752171966856,4.78841476386645,0.0555555555555556,0.811793611793612,0.931564433683078
"CR","Lamp5","Kcnd3",4.45423468651016e-09,-3.51462795616955,1.14864784241792,4.66327579858747,0.222222222222222,0.831941031941032,0.732887051256809
"CR","Meis2","Kcna6",8.86623185623666e-13,3.60896391766908,4.46681836032242,0.857854442653338,0.777777777777778,0.196428571428571,0.747448979591837
"CR","NP","Kcna2",2.22486911394848e-30,-5.46645091049725,0.591812934519418,6.05826384501667,0.166666666666667,0.920110192837466,0.818862275449102
"CR","NP","Kcnb1",2.23109260439786e-20,-4.2494899323598,1.29122629817817,5.54071623053797,0.222222222222222,0.90633608815427,0.754812563323202
"CR","NP","Kcna1",5.02894804530416e-18,-5.13753712606253,0.244049483681521,5.38158660974406,0.111111111111111,0.837465564738292,0.867324561403509
"CR","NP","Hcn1",5.11930764199486e-17,-4.83142149413642,0.34003623429799,5.17145772843441,0.111111111111111,0.856749311294766,0.870310825294748
"CR","NP","Kcnd2",1.18709459165109e-11,-4.22004421758123,0.327752171966856,4.54779638954809,0.0555555555555556,0.752066115702479,0.926129426129426
"CR","Pvalb","Kcna2",4.34943192557252e-50,-6.96852636190269,0.591812934519418,7.5603392964221,0.166666666666667,0.991043439319301,0.831827082391926
"CR","Pvalb","Hcn1",2.70642800336585e-43,-7.80417286335179,0.34003623429799,8.14420909764976,0.111111111111111,0.997760859829825,0.888639537203271
"CR","Pvalb","Kcna1",2.39699246292084e-31,-6.78249752671774,0.244049483681521,7.02654701039926,0.111111111111111,0.957008508732647,0.883897467893724
"CR","Pvalb","Kcnab1",9.14019002597326e-28,-6.85264730972779,0.563507823466718,7.41615513319452,0.166666666666667,0.944021495745634,0.823450347881088
"CR","Pvalb","Kcnb1",1.23652954590579e-09,-2.73327240927341,1.29122629817817,4.02449870745158,0.222222222222222,0.810568741603224,0.725844076120319
"CR","Pvalb","Kcnd2",1.56110738759607e-08,-3.44773517135271,0.327752171966856,3.77548734331957,0.0555555555555556,0.702194357366771,0.920882936507937
"CR","Serpinf1","Kcnn2",3.28794415016934e-28,-6.2600493386439,0.592437291124349,6.85248662976825,0.166666666666667,0.990476190476191,0.831730769230769
"CR","Serpinf1","Kcna2",2.34097725131396e-23,-5.0178770118281,0.591812934519418,5.60968994634752,0.166666666666667,0.914285714285714,0.817708333333333
"CR","Serpinf1","Kcna1",1.21328938454568e-19,-5.68856281528898,0.244049483681521,5.9326122989705,0.111111111111111,0.923809523809524,0.879725085910653
"CR","Serpinf1","Hcn1",1.66164728367159e-18,-5.34466953964465,0.34003623429799,5.68470577394264,0.111111111111111,0.904761904761905,0.87719298245614
"CR","Serpinf1","Kcnab1",3.90890378726256e-11,-4.46466662724729,0.563507823466718,5.028174450714,0.166666666666667,0.761904761904762,0.78125
"CR","Serpinf1","Kcnb1",4.95284106985514e-11,-3.18770692354235,1.29122629817817,4.47893322172052,0.222222222222222,0.866666666666667,0.743589743589744
"CR","Serpinf1","Kcnd3",7.97257124167915e-11,-4.19749610709275,1.14864784241792,5.34614394951068,0.222222222222222,0.885714285714286,0.74910394265233
"CR","Sncg","Kcna2",2.45228791568106e-33,-5.78688027334993,0.591812934519418,6.37869320786935,0.166666666666667,0.981684981684982,0.830223880597015
"CR","Sncg","Kcnn2",1.03043475198591e-30,-6.24781455855947,0.592437291124349,6.84025184968381,0.166666666666667,0.989010989010989,0.831481481481481
"CR","Sncg","Hcn1",7.32822396208486e-16,-4.68330440726908,0.34003623429799,5.02334064156708,0.111111111111111,0.901098901098901,0.876693766937669
"CR","Sncg","Kcnd3",3.95500502426058e-14,-4.65867831461189,1.14864784241792,5.80732615702981,0.222222222222222,0.952380952380952,0.766666666666667
"CR","Sncg","Kcnb1",1.25003410595334e-13,-3.42952603344537,1.29122629817817,4.72075233162354,0.222222222222222,0.915750915750916,0.757333333333333
"CR","Sncg","Kcnab1",1.67006873643243e-11,-4.33943282907363,0.563507823466718,4.90294065254034,0.166666666666667,0.816849816849817,0.795964125560538
"CR","Sncg","Scn9a",6.44880571290686e-11,-2.20149321523632,0.0438714022800016,2.24536461751632,0,0.512820512820513,1
"CR","Sncg","Cacna1b",9.98520938769371e-10,-3.39332851771234,1.89651268760267,5.289841205315,0.277777777777778,0.974358974358974,0.714912280701754
"CR","Sncg","Kcna1",1.21247225374775e-09,-3.63524091027593,0.244049483681521,3.87929039395745,0.111111111111111,0.728937728937729,0.847571189279732
"CR","Sncg","Kcnq4",1.42604266062083e-07,-1.97289202648344,0,1.97289202648344,0,0.501831501831502,1
"CR","Sst","Kcna2",9.17723770598816e-43,-6.40996871589248,0.591812934519418,7.00178165041193,0.166666666666667,0.981944444444444,0.83026874115983
"CR","Sst","Kcnb1",1.270623631485e-19,-4.07617566526323,1.29122629817817,5.3674019634414,0.222222222222222,0.9375,0.762962962962963
"CR","Sst","Kcnab1",7.16579286841051e-18,-5.39568079974964,0.563507823466718,5.95918862321636,0.166666666666667,0.844791666666667,0.802712700369914
"CR","Sst","Hcn1",6.40825703875776e-17,-4.71566773607533,0.34003623429799,5.05570397037332,0.111111111111111,0.777777777777778,0.857142857142857
"CR","Sst","Kcna1",1.0817450395852e-16,-4.82225326687104,0.244049483681521,5.06630275055256,0.111111111111111,0.840277777777778,0.867768595041322
"CR","Sst","Kcnd2",1.29378858966001e-13,-4.51337794968049,0.327752171966856,4.84113012164735,0.0555555555555556,0.830208333333333,0.933082392304475
"CR","Sst","Kcnd3",1.25145886121571e-08,-3.40601042911261,1.14864784241792,4.55465827153054,0.222222222222222,0.809722222222222,0.725557461406518
"CR","Sst","Kcna3",3.99893914910132e-08,-3.21484028069577,0.582251663859377,3.79709194455514,0.111111111111111,0.711111111111111,0.84375
"CR","Vip","Hcn1",3.9494754333775e-20,-5.18575599122343,0.34003623429799,5.52579222552141,0.111111111111111,0.842818428184282,0.868167202572347
"CR","Vip","Kcna2",2.91341151823967e-18,-4.0686712159223,0.591812934519418,4.66048415044172,0.166666666666667,0.767276422764228,0.782781456953642
"CR","Vip","Kcnn2",8.24118717423218e-16,-4.23739825867181,0.592437291124349,4.82983554979615,0.166666666666667,0.819783197831978,0.796694214876033
"CR","Vip","Kcnb1",6.31560736354605e-12,-3.08922200794227,1.29122629817817,4.38044830612045,0.222222222222222,0.77710027100271,0.714036617262424
"CR","Vip","Kcnab1",5.38320553977451e-09,-3.65332369028972,0.563507823466718,4.21683151375644,0.166666666666667,0.649728997289973,0.743482794577685
"L23IT","L4","Kcnab1",3.8310591276999e-317,-4.26393887578665,0.314191577247104,4.57813045303376,0.0694864048338369,0.758547008547009,0.908395387430322
"L23IT","L5IT","Kcnab1",9.44884424830174e-288,-4.50856027533424,0.314191577247104,4.82275185258135,0.0694864048338369,0.803811659192825,0.913553872926384
"L23IT","L5PT","Kcnc1",2.92795485621501e-313,3.75385341427647,4.3806075707435,0.626754156467039,0.892245720040282,0.202205882352941,0.773374219891117
"L23IT","L5PT","Kcnip2",1.74689910395702e-264,4.82952779840264,5.76478889081498,0.935261092412344,0.921450151057402,0.220588235294118,0.760607521697203
"L23IT","L5PT","Kcnab1",0,-6.00074222332085,0.314191577247104,6.31493380056794,0.0694864048338369,0.9375,0.925881168177241
"L23IT","L6b","Kcnip2",4.93932331221569e-229,4.9487788642705,5.76478889081498,0.816010026544478,0.921450151057402,0.194581280788177,0.788831462488896
"L23IT","L6b","Kcnb2",1.0244315016748e-117,3.06441587879889,3.41348168202264,0.349065803223746,0.673716012084592,0.0911330049261084,0.864730831253176
"L23IT","L6b","Cacna1g",8.08859873770435e-66,2.25836138495907,2.97903112388418,0.720669738925105,0.691842900302115,0.199507389162562,0.711629057585992
"L23IT","L6b","Kcnab1",0,-7.25013583313645,0.314191577247104,7.56432741038355,0.0694864048338369,0.958128078817734,0.927476914235121
"L23IT","L6b","Kcnn3",4.94097074374392e-77,-1.49947428624897,0.543283654372644,2.04275794062162,0.14098690835851,0.504926108374384,0.720777147348513
"L23IT","L6CT","Kcnb2",1.28764178695998e-222,3.20047301506083,3.41348168202264,0.213008666961807,0.673716012084592,0.049476688867745,0.92656150665819
"L23IT","L6CT","Cacna1g",3.40085375263867e-136,2.47047016861996,2.97903112388418,0.508560955264209,0.691842900302115,0.14081826831589,0.796459184224631
"L23IT","L6IT","Kcnab1",0,-5.62712406278902,0.314191577247104,5.94131564003612,0.0694864048338369,0.9136460554371,0.923946035316057
"L23IT","Lamp5","Kcnip2",0,4.94906652195589,5.76478889081498,0.815722368859093,0.921450151057402,0.168550368550369,0.817081403310912
"L23IT","Lamp5","Kcnb2",2.19758073889577e-237,2.89441104950123,3.41348168202264,0.519070632521405,0.673716012084592,0.112039312039312,0.833699496479765
"L23IT","Lamp5","Kcnip1",0,-7.99642584834297,0.0428397813048819,8.03926562964785,0.0100704934541793,0.977886977886978,0.98970178181947
"L23IT","Lamp5","Kcnab1",0,-5.77211404527289,0.314191577247104,6.08630562251998,0.0694864048338369,0.917936117936118,0.924301480815387
"L23IT","Lamp5","Kcnn3",4.36339370956838e-87,-1.04987125706708,0.543283654372644,1.59315491143973,0.14098690835851,0.508599508599509,0.722793856512496
"L23IT","Meis2","Kcna2",3.4434730490935e-66,4.67520198836419,5.44943691157803,0.774234923213835,0.905337361530715,0.160714285714286,0.822481328460194
"L23IT","Meis2","Kcnip2",1.7579264174474e-49,5.22048735973241,5.76478889081498,0.544301531082568,0.921450151057402,0.0714285714285714,0.92248243559719
"L23IT","Meis2","Scn1a",3.93004169684587e-36,3.36282422951369,5.05889282196021,1.69606859244652,0.873111782477341,0.25,0.713667820069204
"L23IT","Meis2","Cacna1a",4.04645164161459e-33,3.12451215213842,4.41366585844891,1.28915370631048,0.942598187311178,0.267857142857143,0.715831043956044
"L23IT","Meis2","Cacna1b",6.53000557572236e-24,3.16374834047488,4.57499812610252,1.41124978562765,0.926485397784491,0.267857142857143,0.710888975155279
"L23IT","Meis2","Kcna4",3.4351801681866e-11,2.23239859133832,3.11889289800366,0.886494306665346,0.634441087613293,0.125,0.802976190476191
"L23IT","Meis2","Kcnip1",8.97430769402939e-132,-5.88950428876171,0.0428397813048819,5.93234407006659,0.0100704934541793,0.732142857142857,0.986245179672341
"L23IT","NP","Kcnip2",1.29274072444389e-244,5.33194985812131,5.76478889081498,0.432839032693669,0.921450151057402,0.09366391184573,0.898351623537913
"L23IT","NP","Kcnd3",3.05422870607387e-155,4.15847997589751,4.26935470460709,0.110874728709583,0.827794561933535,0.0330578512396694,0.960065150509742
"L23IT","NP","Kcnb2",8.30614699585015e-77,2.55917000615504,3.41348168202264,0.854311675867595,0.673716012084592,0.165289256198347,0.754660341696624
"L23IT","NP","Kcnip1",0,-6.26598136340695,0.0428397813048819,6.30882114471184,0.0100704934541793,0.87603305785124,0.988504436717399
"L23IT","Pvalb","Kcnd3",1.43936641664794e-247,3.29352007538039,4.26935470460709,0.975834629226702,0.827794561933535,0.221674876847291,0.732210276509295
"L23IT","Pvalb","Kcnb2",1.96298786727315e-219,2.73789381366515,3.41348168202264,0.675587868357484,0.673716012084592,0.149574563367667,0.777985737781625
